"MARKET_GROUP_C","POV_CODE_C","QUOTED_RATE_C","ENTRY_HOTEL_CODE_R","STATE_R","GUEST_COUNTRY_R","PACE_CATEGORY_R","REVENUE_USD_R","Guest_Country_H","Gender_H","Age_Range_H","Language_H","Likelihood_Recommend_H","Overall_Sat_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Property_ID_PL","Hotel.Name.Short_PL","Award.Category_PL","City_PL","Country_PL","Ops.Region_PL","Property.Latitude_PL","Property.Longitude_PL","Currency_PL","Dom.Int.l_PL","Club.Type_PL","Region_PL","Category_PL","Type_PL","Class_PL","Location_PL","Relationship_PL","GP_Tier","Booking_Channel","NPS_Type"
"DISCOUNT","BUSINESS",31.04,"OMGDS","ON","CANADA","0-3 Days",31.04,"Canada","Male","46-55","English",10,10,10,10,10,10,10,10,3627,"HP Raleigh North",1,"Raleigh","United States","Americas",35.828889,-78.621426,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","Gold","Electronic Distribution","Promoter"
"VOLUME","BUSINESS",94,"OMGDS",NA,NA,"0-3 Days",94,"USA","Male","26-35","English",10,9,10,10,10,10,9,NA,3555,"HP Dublin",1,"Dublin","United States","Americas",40.077911,-83.134621,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","GOLD","Electronic Distribution","Promoter"
"OTHER","BUSINESS",95.2,"OMGDS",NA,NA,"0-3 Days",190.4,"USA","Female","36-45","English",10,10,10,10,10,10,10,10,3607,"HP Chesters",1,"Chester","United States","Americas",37.347799,-77.343983,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"RACK","BUSINESS",139,"OMGDS","MI","UNITED STATES","0-3 Days",139,"USA","Female","76+","English",10,10,10,10,10,10,10,10,3714,"HP Grand Rapids South",2,"Wyoming","United States","Americas",42.854228,-85.717026,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",16.68,"OMGDS","MD","UNITED STATES","0-3 Days",16.68,"USA","Male","46-55","English",1,4,3,NA,2,2,2,NA,3731,"HP Herndon",1,"Herndon","United States","Americas",38.957431,-77.420129,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Gold","Electronic Distribution","Detractor"
"RACK","BUSINESS",169,"HOUZS","TX","UNITED STATES","22-30 Days",1014,"USA","Male","56-65","English",10,10,10,NA,10,NA,NA,NA,3870,"HP Sugar Land",2,"Sugar Land","United States","Americas",29.602398,-95.624035,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","Platinum","Hotel","Promoter"
"VOLUME","BUSINESS",149,"OMGDS",NA,NA,"4-7 Days",298,"USA","Prefer not to answer","26-35","English",9,9,8,8,8,9,9,7,3302,"HY Arlington",3,"Arlington","United States","Americas",38.895123,-77.072855,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",114,"OKCZO","OK","UNITED STATES","8-14 Days",456,"USA","Male","26-35","English",10,9,10,10,9,10,10,10,3566,"HP OKC Airport",1,"Oklahoma City","United States","Americas",35.446079,-97.600488,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Gold","Hotel","Promoter"
"RACK","BUSINESS",127.2,"OMGDS","PR","UNITED STATES","31-60 Days",381.6,"USA","Female","46-55","English",10,10,10,NA,10,10,NA,NA,3577,"HP Opryland",2,"Nashville","United States","Americas",36.162664,-86.781602,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Owned","Gold","Electronic Distribution","Promoter"
"DISCOUNT","LEISURE",128,"OMARO","OH","UNITED STATES","0-3 Days",1004,"USA","Female","56-65","English",7,7,7,9,7,10,10,NA,3556,"HP Worthington",1,"Columbus","United States","Americas",40.115925,-83.013638,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Passive"
"RACK","BUSINESS",81.75,"OMGDS","PA","UNITED STATES","8-14 Days",245.25,"USA","Male","36-45","English",10,10,10,NA,10,10,NA,NA,3568,"HP Cranberry",2,"Cranberry Township","United States","Americas",40.676839,-80.100871,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",101.15,"OMGDS","OH","UNITED STATES","61-90 Days",101.15,"USA","Female","46-55","English",8,8,8,7,8,7,6,9,3693,"HP Auburn Hills",1,"Auburn Hills","United States","Americas",42.664677,-83.24691,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned","GOLD","Electronic Distribution","Passive"
"CONVENTION","BUSINESS",189,"OMGDS","MA","UNITED STATES","22-30 Days",378,"USA","Male","36-45","English",7,7,9,5,9,9,9,9,3667,"HY Palm Springs",3,"Palm Springs","United States","Americas",33.826108,-116.547422,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Resort","Franchised","Gold","Global Contact Center","Passive"
"CONVENTION","BUSINESS",179,"OMGDS","AL","UNITED STATES","61-90 Days",358,"USA","Male","56-65","English",9,9,9,NA,9,9,NA,NA,3421,"GH DFW",3,"DFW Airport","United States","Americas",32.897546,-97.044252,"USD","Domestic",NA,"Americas","Full Service","Business","Luxury Class","Airport","Managed","Gold","Electronic Distribution","Promoter"
"VOLUME","BUSINESS",1838,"HKGRO","BA","GERMANY","31-60 Days",948.07,"Germany","Male","56-65","German",10,10,10,10,10,10,10,NA,3819,"HR Tsim Sha Tsui",4,"Kowloon","Hong Kong","ASPAC",22.297457,114.173642,"HKD","International","Regency Club","Asia Pacific","Full Service","Business","Upper Upscale Class","Urban","Managed","Diamond","Global Contact Center","Promoter"
"RACK","LEISURE",122.55,"OMGDS","NY","UNITED STATES","8-14 Days",122.55,"USA","Prefer not to answer",NA,"English",9,9,9,9,9,8,8,1,29001,"HR Birmingham Wynfrey",2,"Birmingham","United States","Americas",33.376072,-86.809636,"USD","Domestic","Regency Club","Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",17.51,"OMGDS","TX","UNITED STATES","31-60 Days",17.51,"USA","Female","36-45","English",8,8,7,7,8,10,10,NA,3623,"HP OKC Northwest",1,"Oklahoma City","United States","Americas",35.523857,-97.53759,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Electronic Distribution","Passive"
"DISCOUNT","BUSINESS",101.15,"OMARO","MI","UNITED STATES","15-21 Days",101.15,"USA","Female","46-55","English",10,10,10,10,10,10,10,10,34001,"HP Novi",1,"Novi","United States","Americas",42.489236,-83.502678,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"WHOLESALE","BUSINESS",168028,"OMGDS",NA,NA,"15-21 Days",308.5,"Japan","Male","36-45","Japanese ja_JP",10,10,10,10,10,10,10,10,24001,"PH Busan",4,"Busan","South Korea","ASPAC",35.1575,129.144444,"KRW","International",NA,"Asia Pacific","Full Service","Business","Luxury Class","Urban","Managed",NA,"Electronic Distribution","Promoter"
"DISCOUNT","LEISURE",98,"OMGDS","MO","UNITED STATES","22-30 Days",98,"USA","Male","46-55","English",10,10,10,10,10,10,10,9,3629,"HP Bentonville",1,"Rogers","United States","Americas",36.333741,-94.182296,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Electronic Distribution","Promoter"
"VOLUME","BUSINESS",169,"OMGDS",NA,NA,"15-21 Days",845,"USA","Male","46-55","English",9,9,10,10,9,10,10,10,3489,"HH Bridgewater",2,"Bridgewater","United States","Americas",40.579988,-74.59812,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","GOLD","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",109,"RICZC","PA","UNITED STATES","22-30 Days",218,"USA","Male","46-55","English",10,9,9,10,10,NA,10,10,3607,"HP Chesters",1,"Chester","United States","Americas",37.347799,-77.343983,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised",NA,"Hotel","Promoter"
"VOLUME","BUSINESS",626.09,"OMGDS",NA,NA,"8-14 Days",205.16,"China","Male","26-35","Chinese Simplified",8,8,7,8,8,9,9,9,3685,"GH Guangzhou",3,"Guangzhou","China","ASPAC",22.744893,113.574058,"CNY","International","Grand Club","Asia Pacific","Full Service","Business","Luxury Class","Suburban","Managed","GOLD","Electronic Distribution","Passive"
"DISCOUNT","BUSINESS",22.81,"OMARO","CA","UNITED STATES","0-3 Days",22.81,"USA","Male","36-45","English",10,4,10,NA,10,1,NA,NA,3495,"HH Pleasant Hill",2,"Pleasant Hill","United States","Americas",37.94289,-122.061121,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Platinum","Global Contact Center","Promoter"
"RACK","LEISURE",219,"ATLXG","GA","UNITED STATES","0-3 Days",219,"USA","Female","36-45","English",10,10,10,9,10,10,10,9,22001,"HY Atlanta Midtown",3,"Atlanta","United States","Americas",33.781526,-84.38311,"USD","Domestic",NA,"Americas","Full Service","Franchise","Upper Upscale Class","Urban","Franchised","GOLD","Hotel","Promoter"
"CONVENTION","BUSINESS",209,"OMGDS","SC","UNITED STATES","31-60 Days",418,"USA","Female","46-55","English",10,10,10,10,10,10,10,9,3301,"GH Washington",5,"Washington","United States","Americas",38.899591,-77.026465,"USD","Domestic","Grand Club","Americas","Full Service","Convention","Luxury Class","Urban","Managed","Gold","Electronic Distribution","Promoter"
"DISCOUNT","BUSINESS",134.54,"OMARO","NY","UNITED STATES","0-3 Days",269.08,"USA","Female","46-55","English",10,9,9,9,9,10,9,1,3010,"HR Washington",4,"Washington","United States","Americas",38.895137,-77.011447,"USD","Domestic","Regency Club","Americas","Full Service","Convention","Upper Upscale Class","Urban","Managed","Gold","Global Contact Center","Promoter"
"OTHER","BUSINESS",52,"OMGDS",NA,NA,"0-3 Days",52,"USA","Female","46-55","English",9,9,10,10,9,9,8,10,3856,"HH Warrenville",1,"Warrenville","United States","Americas",41.812848,-88.160493,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","GOLD","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",144,"OMARO","CA","UNITED STATES","22-30 Days",288,"USA","Female","36-45","English",2,2,2,2,2,8,8,NA,3483,"HH Burlington",2,"Burlington","United States","Americas",42.483015,-71.195265,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Owned",NA,"Global Contact Center","Detractor"
"DISCOUNT","BUSINESS",89,"OMARO","MA","UNITED STATES","4-7 Days",267,"USA","Male","56-65","English",8,8,9,8,9,9,8,NA,3576,"HP Nashville Northeast",1,"Hendersonville","United States","Americas",36.31264,-86.596616,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed","GOLD","Global Contact Center","Passive"
"CONVENTION","BUSINESS",153,"OMGDS","AL","UNITED STATES","31-60 Days",153,"USA","Female","46-55","English",10,10,10,NA,10,10,NA,NA,29001,"HR Birmingham Wynfrey",2,"Birmingham","United States","Americas",33.376072,-86.809636,"USD","Domestic","Regency Club","Americas","Full Service","Franchise","Upper Upscale Class","Suburban","Franchised","Gold","Global Contact Center","Promoter"
"OTHER","BUSINESS",89,"CLTZT","NC","UNITED STATES","15-21 Days",89,"USA","Female","26-35","English",9,9,9,NA,8,9,NA,NA,3696,"HP City Park",1,"Charlotte","United States","Americas",35.182241,-80.91924,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Managed",NA,"Electronic Distribution","Promoter"
"RACK","BUSINESS",169,"OMGDS",NA,"GERMANY","15-21 Days",338,"USA","Male","46-55","German",8,8,9,8,9,8,9,8,3859,"HH Broomfield",2,"Broomfield","United States","Americas",39.940358,-105.124679,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Suburban","Franchised","Gold","Electronic Distribution","Passive"
"WHOLESALE","BUSINESS",8800,"OMGDS",NA,NA,"90+ Days",558.77,"India","Male","46-55","English",7,7,8,7,8,7,8,8,3869,"GH Goa",3,"Goa","India","ASPAC",15.458414,73.834555,"INR","International","Grand Club","Asia Pacific","Full Service","Resort","Luxury Class","Resort","Managed",NA,"Electronic Distribution","Passive"
"SPECIAL","BUSINESS",167.2,"OMGDS",NA,"GERMANY","31-60 Days",501.6,"Germany","Male","26-35","German",5,5,8,NA,5,3,NA,NA,3841,"HH FTL Airport South",2,"Dania Beach","United States","Americas",26.050298,-80.160471,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Platinum","Electronic Distribution","Detractor"
"VOLUME","BUSINESS",700,"DOHGH",NA,"QATAR","0-3 Days",192.08,"Qatar","Male","26-35","Arabic",10,10,10,NA,10,10,NA,NA,3789,"GH Doha",4,"Doha","Qatar","Americas",25.29161,51.530437,"QAR","International","Grand Club","Middle East & Africa","Full Service","Resort","Luxury Class","Suburban","Managed","Diamond","Hotel","Promoter"
"RACK","BUSINESS",239,"OMGDS","CA","UNITED STATES","0-3 Days",239,"USA","Male","26-35","English",10,10,10,NA,10,10,NA,NA,3491,"HH El Segundo",3,"El Segundo","United States","Americas",33.903805,-118.382605,"USD","Domestic",NA,"Americas","Select Service","Select Service","Upscale Class","Airport","Franchised","Platinum","Electronic Distribution","Promoter"
"CONVENTION","BUSINESS",219,"OMGDS","VA","UNITED STATES","90+ Days",657,"USA","Female","56-65","English",9,9,9,8,9,10,10,NA,3299,"HR Crystal City",3,"Arlington","United States","Americas",38.848899,-77.051506,"USD","Domestic",NA,"Americas","Full Service","Business","Upper Upscale Class","Airport","Managed","Gold","Global Contact Center","Promoter"
